"District Name","School Name",Content,Grade,"Participation Rate","Percent Did Not Yet Meet Expectations",2022,2019,"Change 2019 to 2022"
"Park County RE-2","All Schools",Mathematics,03,93.8,24.4,11.1,41.9," -30.8"
"Park County RE-2","All Schools",Mathematics,04,92.1,"*",14.3,23.6,"  -9.3"
"Park County RE-2","All Schools",Mathematics,05,95.6,32.6,11.6,26.7," -15.1"
"Park County RE-2","All Schools",Mathematics,06,86.8,"*","*",15.8,"*"
"Park County RE-2","All Schools",Mathematics,07,93.9,10.9,"*",15.6,"*"
"Park County RE-2","All Schools",Mathematics,08,100.0,10.0,22.5,27.0,"  -4.5"
"Holyoke Re-1J","All Schools","English Language Arts","All Grades",94.2,17.2,29.1,38.1,"  -9.0"
"Holyoke Re-1J","All Schools","English Language Arts",03,91.9,35.3,23.5,46.3," -22.8"
"Holyoke Re-1J","All Schools","English Language Arts",04,100.0,22.0,29.3,38.3,"  -9.0"
"Holyoke Re-1J","All Schools","English Language Arts",05,97.1,"*",33.3,45.0," -11.7"
"Holyoke Re-1J","All Schools","English Language Arts",06,97.7,9.3,30.2,33.3,"  -3.1"
"Holyoke Re-1J","All Schools","English Language Arts",07,88.0,22.7,25.0,38.5," -13.5"
"Holyoke Re-1J","All Schools","English Language Arts",08,91.4,"*",34.4,28.9,"   5.5"
"Holyoke Re-1J","All Schools",Mathematics,"All Grades",94.2,24.2,14.5,19.9,"  -5.4"
"Holyoke Re-1J","All Schools",Mathematics,03,91.9,35.3,26.5,36.6," -10.1"
"Holyoke Re-1J","All Schools",Mathematics,04,100.0,31.7,7.3,14.9,"  -7.6"
"Holyoke Re-1J","All Schools",Mathematics,05,97.1,24.2,15.2,14.6,"   0.6"
"Holyoke Re-1J","All Schools",Mathematics,06,97.7,23.3,14.0,14.6,"  -0.6"
"Holyoke Re-1J","All Schools",Mathematics,07,88.0,9.1,6.8,20.5," -13.7"
"Holyoke Re-1J","All Schools",Mathematics,08,91.4,25.0,21.9,20.0,"   1.9"
"Haxtun RE-2J","All Schools","English Language Arts","All Grades",93.8,14.0,36.0,37.1,"  -1.1"
"Haxtun RE-2J","All Schools","English Language Arts",03,95.0,"*",52.6,"*","*"
"Haxtun RE-2J","All Schools","English Language Arts",04,96.3,"*",50.0,"*","*"
"Haxtun RE-2J","All Schools","English Language Arts",05,83.3,"*",45.0,"*","*"
"Haxtun RE-2J","All Schools","English Language Arts",06,95.2,"*","*","*","*"
"Haxtun RE-2J","All Schools","English Language Arts",07,95.5,23.8,38.1,"*","*"
"Haxtun RE-2J","All Schools","English Language Arts",08,96.8,26.7,"*","*","*"
"Haxtun RE-2J","All Schools",Mathematics,"All Grades",93.1,11.9,21.6,28.6,"  -7.0"
"Haxtun RE-2J","All Schools",Mathematics,03,95.0,"*",52.6,"*","*"
"Haxtun RE-2J","All Schools",Mathematics,04,96.3,11.5,23.1,"*","*"
"Haxtun RE-2J","All Schools",Mathematics,05,79.2,"*",26.3,"*","*"
"Haxtun RE-2J","All Schools",Mathematics,06,95.2,"*","*","*","*"
"Haxtun RE-2J","All Schools",Mathematics,07,95.5,14.3,"*","*","*"
"Haxtun RE-2J","All Schools",Mathematics,08,96.7,24.1,13.8,"*","*"
"Aspen 1","All Schools","English Language Arts","All Grades",91.0,6.6,50.4,55.7,"  -5.3"
"Aspen 1","All Schools","English Language Arts",03,99.0,"*",43.2,44.0,"  -0.8"
"Aspen 1","All Schools","English Language Arts",04,95.2,9.2,52.9,49.6,"   3.3"
"Aspen 1","All Schools","English Language Arts",05,95.1,4.3,43.6,55.0," -11.4"
"Aspen 1","All Schools","English Language Arts",06,92.8,"*",52.4,54.4,"  -2.0"
"Aspen 1","All Schools","English Language Arts",07,88.3,2.9,53.7,60.6,"  -6.9"
"Aspen 1","All Schools","English Language Arts",08,79.6,4.6,55.0,73.7," -18.7"
"Aspen 1","All Schools",Mathematics,"All Grades",89.7,8.7,36.4,38.2,"  -1.8"
"Aspen 1","All Schools",Mathematics,03,96.9,"*",40.4,39.0,"   1.4"
"Aspen 1","All Schools",Mathematics,04,93.6,12.0,29.1,32.8,"  -3.7"
"Aspen 1","All Schools",Mathematics,05,96.7,11.9,23.7,31.5,"  -7.8"
"Aspen 1","All Schools",Mathematics,06,87.4,4.1,39.2,40.2,"  -1.0"
"Aspen 1","All Schools",Mathematics,07,89.5,"*",41.6,41.3,"   0.3"
"Aspen 1","All Schools",Mathematics,08,76.5,7.7,46.2,46.8,"  -0.6"
"Granada RE-1","All Schools","English Language Arts","All Grades",98.8,20.0,38.8,50.0," -11.2"
"Granada RE-1","All Schools","English Language Arts",03,100.0,"*","*",35.0,"*"
"Granada RE-1","All Schools","English Language Arts",04,100.0,25.0,31.3,"*","*"
"Granada RE-1","All Schools","English Language Arts",05,100.0,"*",29.4,"*","*"
"Granada RE-1","All Schools","English Language Arts",06,93.8,"*","*",61.1,"*"
"Granada RE-1","All Schools","English Language Arts",07,100.0,"*","*",41.2,"*"
"Granada RE-1","All Schools","English Language Arts",08,100.0,"*","*",68.4,"*"
"Granada RE-1","All Schools",Mathematics,"All Grades",98.8,21.3,26.3,41.3," -15.0"
"Granada RE-1","All Schools",Mathematics,03,100.0,"*","*",15.0,"*"
"Granada RE-1","All Schools",Mathematics,04,100.0,37.5,18.8,"*","*"
"Granada RE-1","All Schools",Mathematics,05,100.0,17.6,"*","*","*"
"Granada RE-1","All Schools",Mathematics,06,93.8,"*","*",77.8,"*"
"Granada RE-1","All Schools",Mathematics,07,100.0,"*","*",23.5,"*"
"Granada RE-1","All Schools",Mathematics,08,100.0,"*","*",36.8,"*"
"Lamar Re-2","All Schools","English Language Arts","All Grades",96.6,21.0,28.4,34.4,"  -6.0"
"Lamar Re-2","All Schools","English Language Arts",03,98.0,27.0,34.0,28.8,"   5.2"
"Lamar Re-2","All Schools","English Language Arts",04,100.0,13.1,42.1,38.8,"   3.3"
"Lamar Re-2","All Schools","English Language Arts",05,95.9,11.8,26.9,40.0," -13.1"
"Lamar Re-2","All Schools","English Language Arts",06,96.3,20.2,24.0,29.4,"  -5.4"
"Lamar Re-2","All Schools","English Language Arts",07,93.5,26.4,20.2,29.1,"  -8.9"
"Lamar Re-2","All Schools","English Language Arts",08,96.5,25.2,25.2,38.7," -13.5"
"Lamar Re-2","All Schools",Mathematics,"All Grades",97.5,22.4,21.8,26.7,"  -4.9"
"Lamar Re-2","All Schools",Mathematics,03,99.0,29.4,32.4,32.7,"  -0.3"
"Lamar Re-2","All Schools",Mathematics,04,100.0,18.5,29.6,28.7,"   0.9"
"Lamar Re-2","All Schools",Mathematics,05,96.9,16.0,24.5,25.6,"  -1.1"
"Lamar Re-2","All Schools",Mathematics,06,98.1,27.4,15.1,23.5,"  -8.4"
"Lamar Re-2","All Schools",Mathematics,07,95.7,17.4,11.4,17.9,"  -6.5"
"Lamar Re-2","All Schools",Mathematics,08,95.7,26.4,20.9,32.1," -11.2"
"Holly RE-3","All Schools","English Language Arts","All Grades",93.6,18.8,23.9,23.6,"   0.3"
"Holly RE-3","All Schools","English Language Arts",03,94.1,"*",37.5,"*","*"
"Holly RE-3","All Schools","English Language Arts",04,100.0,"*",33.3,29.2,"   4.1"
"Holly RE-3","All Schools","English Language Arts",05,95.8,30.4,26.1,23.8,"   2.3"
"Holly RE-3","All Schools","English Language Arts",06,89.5,23.5,17.6,20.0,"  -2.4"
"Holly RE-3","All Schools","English Language Arts",07,91.3,19.0,14.3,"*","*"
"Holly RE-3","All Schools","English Language Arts",08,91.7,13.6,18.2,18.8,"  -0.6"
"Holly RE-3","All Schools",Mathematics,"All Grades",93.6,22.2,16.2,16.7,"  -0.5"
"Holly RE-3","All Schools",Mathematics,03,94.1,"*",37.5,"*","*"
"Holly RE-3","All Schools",Mathematics,04,100.0,16.7,"*",31.8,"*"
"Holly RE-3","All Schools",Mathematics,05,95.8,13.0,21.7,"*","*"
"Holly RE-3","All Schools",Mathematics,06,89.5,23.5,"*","*","*"
"Holly RE-3","All Schools",Mathematics,07,91.3,"*",14.3,"*","*"
"Holly RE-3","All Schools",Mathematics,08,91.7,45.5,"*","*","*"
"Wiley RE-13 Jt","All Schools","English Language Arts","All Grades",94.6,11.4,42.9,40.2,"   2.7"
"Wiley RE-13 Jt","All Schools","English Language Arts",03,95.5,23.8,47.6,"*","*"
"Wiley RE-13 Jt","All Schools","English Language Arts",04,100.0,"*",52.6,62.5,"  -9.9"
"Wiley RE-13 Jt","All Schools","English Language Arts",05,90.0,"*","*","*","*"
"Wiley RE-13 Jt","All Schools","English Language Arts",06,88.9,"*",31.3,"*","*"
"Wiley RE-13 Jt","All Schools","English Language Arts",07,94.4,"*",41.2,"*","*"
"Wiley RE-13 Jt","All Schools","English Language Arts",08,100.0,"*","*",19.0,"*"
"Wiley RE-13 Jt","All Schools",Mathematics,"All Grades",94.6,15.2,28.6,19.6,"   9.0"
"Wiley RE-13 Jt","All Schools",Mathematics,03,95.5,"*",47.6,"*","*"
"Wiley RE-13 Jt","All Schools",Mathematics,04,100.0,15.8,36.8,18.8,"  18.0"
"Wiley RE-13 Jt","All Schools",Mathematics,05,90.0,16.7,27.8,"*","*"
"Wiley RE-13 Jt","All Schools",Mathematics,06,88.9,18.8,"*","*","*"
"Wiley RE-13 Jt","All Schools",Mathematics,07,94.4,"*","*","*","*"
"Wiley RE-13 Jt","All Schools",Mathematics,08,100.0,"*","*",14.3,"*"
"Pueblo City 60","All Schools","English Language Arts","All Grades",94.5,23.2,25.3,32.0,"  -6.7"
"Pueblo City 60","All Schools","English Language Arts",03,95.7,34.5,20.1,27.6,"  -7.5"
"Pueblo City 60","All Schools","English Language Arts",04,96.9,24.6,28.4,33.1,"  -4.7"
"Pueblo City 60","All Schools","English Language Arts",05,94.5,10.3,27.7,36.2,"  -8.5"
"Pueblo City 60","All Schools","English Language Arts",06,93.0,22.2,22.1,28.2,"  -6.1"
"Pueblo City 60","All Schools","English Language Arts",07,94.8,23.8,22.8,32.6,"  -9.8"
"Pueblo City 60","All Schools","English Language Arts",08,92.2,23.6,30.3,34.3,"  -4.0"
"Pueblo City 60","All Schools",Mathematics,"All Grades",94.5,31.2,14.4,19.6,"  -5.2"
"Pueblo City 60","All Schools",Mathematics,03,95.6,26.3,20.0,27.6,"  -7.6"
"Pueblo City 60","All Schools",Mathematics,04,96.7,26.5,18.1,19.5,"  -1.4"
"Pueblo City 60","All Schools",Mathematics,05,94.6,26.3,22.1,23.5,"  -1.4"
"Pueblo City 60","All Schools",Mathematics,06,93.5,41.1,5.7,14.3,"  -8.6"
"Pueblo City 60","All Schools",Mathematics,07,94.3,25.2,7.0,13.8,"  -6.8"
"Pueblo City 60","All Schools",Mathematics,08,92.3,41.5,12.7,16.5,"  -3.8"
"Pueblo County 70","All Schools","English Language Arts","All Grades",97.3,11.1,42.5,44.1,"  -1.6"
"Pueblo County 70","All Schools","English Language Arts",03,98.5,16.4,39.0,37.0,"   2.0"
"Pueblo County 70","All Schools","English Language Arts",04,98.6,8.4,42.6,42.4,"   0.2"
"Pueblo County 70","All Schools","English Language Arts",05,99.1,7.8,46.7,48.8,"  -2.1"
"Pueblo County 70","All Schools","English Language Arts",06,96.6,10.7,38.8,43.8,"  -5.0"
"Pueblo County 70","All Schools","English Language Arts",07,97.6,11.2,42.3,45.4,"  -3.1"
"Pueblo County 70","All Schools","English Language Arts",08,94.5,11.8,45.6,46.4,"  -0.8"
"Pueblo County 70","All Schools",Mathematics,"All Grades",97.5,16.8,25.6,28.2,"  -2.6"
"Pueblo County 70","All Schools",Mathematics,03,98.5,15.5,33.2,32.3,"   0.9"
"Pueblo County 70","All Schools",Mathematics,04,98.5,14.9,24.2,21.9,"   2.3"
"Pueblo County 70","All Schools",Mathematics,05,98.9,13.4,31.0,32.1,"  -1.1"
"Pueblo County 70","All Schools",Mathematics,06,96.9,21.7,17.8,23.3,"  -5.5"
"Pueblo County 70","All Schools",Mathematics,07,97.8,10.2,21.4,28.0,"  -6.6"
"Pueblo County 70","All Schools",Mathematics,08,95.1,23.3,27.7,32.1,"  -4.4"
"Meeker RE-1","All Schools","English Language Arts","All Grades",96.5,5.9,56.3,50.5,"   5.8"
"Meeker RE-1","All Schools","English Language Arts",03,97.8,15.6,48.9,33.3,"  15.6"
"Meeker RE-1","All Schools","English Language Arts",04,97.8,6.7,51.1,60.4,"  -9.3"
"Meeker RE-1","All Schools","English Language Arts",05,96.8,"*",65.0,56.9,"   8.1"
"Meeker RE-1","All Schools","English Language Arts",06,96.3,"*",61.5,53.4,"   8.1"
"Meeker RE-1","All Schools","English Language Arts",07,94.6,5.7,41.5,46.0,"  -4.5"
"Meeker RE-1","All Schools","English Language Arts",08,96.1,"*",67.3,53.8,"  13.5"
"Meeker RE-1","All Schools",Mathematics,"All Grades",96.2,7.6,51.5,51.4,"   0.1"
"Meeker RE-1","All Schools",Mathematics,03,95.7,6.8,52.3,52.9,"  -0.6"
"Meeker RE-1","All Schools",Mathematics,04,97.8,8.9,53.3,43.8,"   9.5"
"Meeker RE-1","All Schools",Mathematics,05,96.8,5.0,58.3,63.5,"  -5.2"
"Meeker RE-1","All Schools",Mathematics,06,96.3,5.8,53.8,50.0,"   3.8"
"Meeker RE-1","All Schools",Mathematics,07,94.6,11.3,26.4,35.9,"  -9.5"
"Meeker RE-1","All Schools",Mathematics,08,96.1,8.2,65.3,65.4,"  -0.1"
"Rangely RE-4","All Schools","English Language Arts","All Grades",85.1,10.1,36.7,31.0,"   5.7"
"Rangely RE-4","All Schools","English Language Arts",03,86.2,"*",44.0,19.0,"  25.0"
"Rangely RE-4","All Schools","English Language Arts",04,96.6,14.3,35.7,31.0,"   4.7"
"Rangely RE-4","All Schools","English Language Arts",05,96.9,"*",25.8,34.0,"  -8.2"
"Rangely RE-4","All Schools","English Language Arts",06,87.0,10.0,30.0,42.6," -12.6"
"Rangely RE-4","All Schools","English Language Arts",07,70.6,"*",37.5,41.4,"  -3.9"
"Rangely RE-4","All Schools","English Language Arts",08,78.4,10.0,47.5,15.6,"  31.9"
"Rangely RE-4","All Schools",Mathematics,"All Grades",84.6,21.4,16.6,27.2," -10.6"
"Rangely RE-4","All Schools",Mathematics,03,86.2,20.0,16.0,32.6," -16.6"
"Rangely RE-4","All Schools",Mathematics,04,93.1,29.6,22.2,18.6,"   3.6"
"Rangely RE-4","All Schools",Mathematics,05,96.9,22.6,12.9,35.8," -22.9"
"Rangely RE-4","All Schools",Mathematics,06,87.0,17.5,12.5,25.5," -13.0"
"Rangely RE-4","All Schools",Mathematics,07,70.6,16.7,16.7,27.6," -10.9"
"Rangely RE-4","All Schools",Mathematics,08,78.4,22.5,20.0,18.8,"   1.2"
"Upper Rio Grande School District C-7","All Schools","English Language Arts","All Grades",98.4,21.4,20.9,22.7,"  -1.8"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",03,100.0,41.9,12.9,27.9," -15.0"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",04,100.0,26.1,21.7,16.7,"   5.0"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",05,96.8,16.7,16.7,29.7," -13.0"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",06,100.0,11.4,31.8,11.4,"  20.4"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",07,96.3,15.4,19.2,29.2," -10.0"
"Upper Rio Grande School District C-7","All Schools","English Language Arts",08,97.1,21.2,18.2,19.5,"  -1.3"
"Upper Rio Grande School District C-7","All Schools",Mathematics,"All Grades",98.4,27.3,16.6,18.7,"  -2.1"
"Upper Rio Grande School District C-7","All Schools",Mathematics,03,100.0,48.4,"*",27.9,"*"
"Upper Rio Grande School District C-7","All Schools",Mathematics,04,100.0,26.1,"*","*","*"
"Upper Rio Grande School District C-7","All Schools",Mathematics,05,96.8,23.3,26.7,27.0,"  -0.3"
"Upper Rio Grande School District C-7","All Schools",Mathematics,06,100.0,27.3,27.3,"*","*"
"Upper Rio Grande School District C-7","All Schools",Mathematics,07,96.3,11.5,"*","*","*"
"Upper Rio Grande School District C-7","All Schools",Mathematics,08,97.1,24.2,18.2,22.0,"  -3.8"
"Monte Vista C-8","All Schools","English Language Arts","All Grades",91.8,27.5,22.3,23.8,"  -1.5"
"Monte Vista C-8","All Schools","English Language Arts",03,94.8,39.7,20.5,14.8,"   5.7"
"Monte Vista C-8","All Schools","English Language Arts",04,94.5,38.5,25.0,16.9,"   8.1"
"Monte Vista C-8","All Schools","English Language Arts",05,90.6,5.2,41.4,23.1,"  18.3"
"Monte Vista C-8","All Schools","English Language Arts",06,93.2,23.2,20.7,21.3,"  -0.6"
"Monte Vista C-8","All Schools","English Language Arts",07,87.7,25.4,14.1,34.3," -20.2"
"Monte Vista C-8","All Schools","English Language Arts",08,90.7,32.4,16.2,34.3," -18.1"
"Monte Vista C-8","All Schools",Mathematics,"All Grades",91.6,29.9,13.9,12.0,"   1.9"
"Monte Vista C-8","All Schools",Mathematics,03,93.5,31.9,18.1,13.6,"   4.5"
"Monte Vista C-8","All Schools",Mathematics,04,94.5,25.0,19.2,12.7,"   6.5"
"Monte Vista C-8","All Schools",Mathematics,05,89.1,14.0,31.6,18.2,"  13.4"
"Monte Vista C-8","All Schools",Mathematics,06,93.2,36.6,4.9,5.3,"  -0.4"
"Monte Vista C-8","All Schools",Mathematics,07,88.8,19.7,4.2,8.6,"  -4.4"
"Monte Vista C-8","All Schools",Mathematics,08,90.7,47.1,11.8,14.3,"  -2.5"
"Sargent RE-33J","All Schools","English Language Arts","All Grades",96.3,10.4,38.3,49.7," -11.4"
"Sargent RE-33J","All Schools","English Language Arts",03,88.2,13.3,36.7,35.5,"   1.2"
"Sargent RE-33J","All Schools","English Language Arts",04,100.0,14.3,57.1,64.5,"  -7.4"
"Sargent RE-33J","All Schools","English Language Arts",05,96.3,"*",53.8,59.1,"  -5.3"
"Sargent RE-33J","All Schools","English Language Arts",06,96.6,10.7,21.4,53.3," -31.9"
"Sargent RE-33J","All Schools","English Language Arts",07,100.0,"*",33.3,41.7,"  -8.4"
"Sargent RE-33J","All Schools","English Language Arts",08,100.0,13.6,31.8,44.8," -13.0"
"Sargent RE-33J","All Schools",Mathematics,"All Grades",95.6,13.7,20.3,22.8,"  -2.5"
"Sargent RE-33J","All Schools",Mathematics,03,85.3,13.8,31.0,22.6,"   8.4"
"Sargent RE-33J","All Schools",Mathematics,04,100.0,"*",19.0,35.5," -16.5"
"Sargent RE-33J","All Schools",Mathematics,05,96.3,23.1,23.1,"*","*"
"Sargent RE-33J","All Schools",Mathematics,06,96.6,14.3,14.3,26.7," -12.4"
"Sargent RE-33J","All Schools",Mathematics,07,100.0,"*",14.8,"*","*"
"Sargent RE-33J","All Schools",Mathematics,08,100.0,18.2,18.2,24.1,"  -5.9"
"Hayden RE-1","All Schools","English Language Arts","All Grades",95.5,11.6,38.1,41.2,"  -3.1"
"Hayden RE-1","All Schools","English Language Arts",03,96.8,16.7,46.7,54.2,"  -7.5"
"Hayden RE-1","All Schools","English Language Arts",04,97.1,17.6,38.2,62.5," -24.3"
"Hayden RE-1","All Schools","English Language Arts",05,94.6,"*",20.0,22.9,"  -2.9"
"Hayden RE-1","All Schools","English Language Arts",06,96.3,"*",38.5,40.0,"  -1.5"
"Hayden RE-1","All Schools","English Language Arts",07,93.9,9.7,48.4,42.4,"   6.0"
"Hayden RE-1","All Schools","English Language Arts",08,94.3,9.1,39.4,33.3,"   6.1"
"Hayden RE-1","All Schools",Mathematics,"All Grades",95.5,17.5,23.8,20.0,"   3.8"
"Hayden RE-1","All Schools",Mathematics,03,96.8,20.0,50.0,45.8,"   4.2"
"Hayden RE-1","All Schools",Mathematics,04,97.1,23.5,20.6,20.8,"  -0.2"
"Hayden RE-1","All Schools",Mathematics,05,94.6,14.3,14.3,14.3,"   0.0"
"Hayden RE-1","All Schools",Mathematics,06,92.6,"*",24.0,12.0,"  12.0"
"Hayden RE-1","All Schools",Mathematics,07,93.9,"*",16.1,12.1,"   4.0"
"Hayden RE-1","All Schools",Mathematics,08,97.1,17.6,20.6,20.8,"  -0.2"
"Steamboat Springs RE-2","All Schools","English Language Arts","All Grades",92.8,5.1,68.8,71.0,"  -2.2"
"Steamboat Springs RE-2","All Schools","English Language Arts",03,95.1,12.8,55.1,61.5,"  -6.4"
"Steamboat Springs RE-2","All Schools","English Language Arts",04,93.9,4.7,65.9,70.1,"  -4.2"
"Steamboat Springs RE-2","All Schools","English Language Arts",05,94.8,3.6,69.1,78.7,"  -9.6"
"Steamboat Springs RE-2","All Schools","English Language Arts",06,95.0,5.2,74.9,64.8,"  10.1"
"Steamboat Springs RE-2","All Schools","English Language Arts",07,88.5,3.0,71.1,76.4,"  -5.3"
"Steamboat Springs RE-2","All Schools","English Language Arts",08,90.8,2.8,72.8,73.4,"  -0.6"
"Steamboat Springs RE-2","All Schools",Mathematics,"All Grades",93.6,5.9,52.3,58.7,"  -6.4"
"Steamboat Springs RE-2","All Schools",Mathematics,03,92.8,7.7,51.6,54.2,"  -2.6"
"Steamboat Springs RE-2","All Schools",Mathematics,04,94.5,4.7,42.4,61.2," -18.8"
"Steamboat Springs RE-2","All Schools",Mathematics,05,96.6,4.8,53.0,60.5,"  -7.5"
"Steamboat Springs RE-2","All Schools",Mathematics,06,96.8,11.2,44.2,45.8,"  -1.6"
"Steamboat Springs RE-2","All Schools",Mathematics,07,90.3,2.9,49.3,66.5," -17.2"
"Steamboat Springs RE-2","All Schools",Mathematics,08,91.2,4.1,70.6,63.7,"   6.9"
"South Routt RE 3","All Schools","English Language Arts","All Grades",92.9,16.9,51.7,48.8,"   2.9"
"South Routt RE 3","All Schools","English Language Arts",03,95.2,35.0,35.0,20.0,"  15.0"
"South Routt RE 3","All Schools","English Language Arts",04,93.8,"*","*",54.5,"*"
"South Routt RE 3","All Schools","English Language Arts",05,90.0,"*","*",47.8,"*"
"South Routt RE 3","All Schools","English Language Arts",06,95.0,"*",68.4,55.0,"  13.4"
"South Routt RE 3","All Schools","English Language Arts",07,96.3,"*",73.1,57.7,"  15.4"
"South Routt RE 3","All Schools","English Language Arts",08,87.0,"*",75.0,55.6,"  19.4"
"South Routt RE 3","All Schools",Mathematics,"All Grades",93.7,23.5,21.0,35.7," -14.7"
"South Routt RE 3","All Schools",Mathematics,03,95.2,"*",30.0,25.0,"   5.0"
"South Routt RE 3","All Schools",Mathematics,04,87.5,"*","*",59.1,"*"
"South Routt RE 3","All Schools",Mathematics,05,90.0,44.4,22.2,34.8," -12.6"
"South Routt RE 3","All Schools",Mathematics,06,95.0,21.1,"*",20.0,"*"
"South Routt RE 3","All Schools",Mathematics,07,96.3,15.4,11.5,38.5," -27.0"
"South Routt RE 3","All Schools",Mathematics,08,95.7,22.7,27.3,33.3,"  -6.0"
"Mountain Valley RE 1","All Schools","English Language Arts","All Grades",91.5,11.6,16.3,7.3,"   9.0"
"Mountain Valley RE 1","All Schools","English Language Arts",03,83.3,"*","*","*","*"
"Mountain Valley RE 1","All Schools","English Language Arts",04,100.0,"*","*","*","*"
"Mountain Valley RE 1","All Schools","English Language Arts",05,87.5,"*","*","*","*"
"Mountain Valley RE 1","All Schools","English Language Arts",06,100.0,"*","*","*","*"
